priority,doc_id,page,page_count,tlq,lexical_quality,garbage_score,dict_hit,typo_ratio,oov_hard,route,lang_hint,char_count,sample_bad_tokens,source_path
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,509,572,0.9879,0.6124,0.38764119601328917,0.588,0.3721,0.3721,ocr,en,4361,Twuinadeal|backplaw|cnetrhaigwe|ampreforred|frprinted|wsedwhnvrpsbe|vironmental|salected,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,173,572,0.9879,0.6143,0.3857291666666667,0.6016,0.3776,0.3776,ocr,en,5155,classirted|callcction|expericnced|sucmes|helicpter|comipletely|ekLetro-optical|uponl,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,72,572,0.9878,0.6161,0.38386138613861387,0.5578,0.3465,0.3465,ocr,en,4696,whern|chumicai|reluired|phenolic-bmued|temperatur|struction|reownmmnded|quitz,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,271,572,0.9872,0.6171,0.3829054054054054,0.5743,0.3581,0.3547,ocr,en,4197,piopelsr|compr|hensive|vibra-|rcpresentative|accumu-|lazed|ratory,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,260,572,0.9878,0.62,0.38002631578947377,0.5895,0.3605,0.3605,ocr,en,5096,propelicr|hness|pellcr|ordcr|bariel|tailshaft|inplaf|cokiip,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,РДК_молниезащита 89г,108,503,0.988,0.6218,0.3782,0.6,0.3686,0.3629,ocr,en,4640,protec-|nling|sysiems|installa-|institlla|unimst|enisure|perforin,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\РДК_молниезащита 89г.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,434,572,0.9878,0.6231,0.37693140794223834,0.5812,0.3502,0.3502,ocr,en,4082,esaghiee|ommonly|sdroae|loweight|tbwonl|beanding|allowan|condltim,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,267,572,0.9875,0.6238,0.3761904761904762,0.5754,0.3452,0.3452,ocr,en,3582,deltail|intimiate|bladcs|manufacturiag|jouinmin|sonme|SHEATHproper|twistd,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,431,438,0.9009,0.6244,0.37555555555555553,0.4889,0.2889,0.2889,ocr,ru,761,Supjll|Rtrur|ConnectJO|ge11erзюr|l-------ln7ter|нечание|перек7|очатель,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,57,438,0.9121,0.625,0.375,0.625,0.375,0.375,ocr,ru,644,оборудованне|цнкла|мнннмум|шtкла|Пернол|течеюtе|пернода|Относнтельно,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,314,572,0.9803,0.6296,0.37037037037037035,0.6296,0.3704,0.3704,ocr,en,1909,EOuIPMLNI|INAVlO|TOTAt|GuNSYSTEm|AERNOl|CCGdP|ANICHOi0|C14JIst-COi,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,283,438,0.9968,0.6298,0.37019531250000004,0.5273,0.3047,0.3047,ocr,ru,3179,Доnолнительные|nриведены|nриложении|Исnытуемое|Исnытуемое|заземляющую|nластину|Заземляющая,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,АС 1.1.S1000DR_2014,1964,4046,0.983,0.6311,0.3689000000000001,0.32,0.17,0.17,ocr,ru,1251,часы/килокалория|degC/100m|degC/ft|degC/h|degC/km|degC/m|degC/min|degC/s,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,266,572,0.9873,0.6317,0.368339222614841,0.5972,0.3463,0.3463,ocr,en,4117,Ssolid|gougo|experimetntation|conouttration|viewin|nniimum|danmag|considwations,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,548,572,0.986,0.6322,0.36779069767441863,0.5116,0.2907,0.2907,ocr,en,2089,W9radm|soulding|ucWAT|tu/ib-tFj|Bwu/hr|ratta|cocpit|resultinS,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,180,572,0.9858,0.6328,0.36715384615384616,0.5654,0.3269,0.3231,ocr,en,3626,aitic|lubricaio|susacfuihuty|engiae-to-gsasbox|polential|scillatory|mnintenance|lanei,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,18,572,0.988,0.6329,0.367070707070707,0.596,0.3434,0.3434,ocr,en,4365,qmtinued|PressureTr|itters|Sclttor|estrictors|parauc|Secvos|AIlovable,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,521,572,0.9875,0.6338,0.3661751152073732,0.5945,0.341,0.341,ocr,en,3287,GENEkAL|vitrious|Howowe|aitcraft|Cabls|bcuse|asstruturl|meber,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,44,572,0.9864,0.6344,0.3656338028169014,0.6021,0.3556,0.3415,ocr,en,4527,Adtona|toas-4s|formulainig|rnaraging|btecis|nparativc|mcchfinical|mreprsenta-,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,76,572,0.9879,0.6354,0.36463659147869665,0.604,0.3484,0.3434,ocr,en,5528,aregiea|protiection|withont|furthe|chromates|phate|iesgedimat|phatc,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,81,572,0.9878,0.6374,0.3626479750778816,0.6012,0.3396,0.3396,ocr,en,4229,DEvIGN|umgdluah|considration|VlOity|miaintenance|dcvicca|inlat|dinmensio,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,26,572,0.9882,0.6377,0.36226666666666674,0.6133,0.3467,0.3467,ocr,en,4553,niiguud|Paragraphl|ITCHtES|oggle|itclics|SAitches|itchc|ITTINc,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,52,572,0.9876,0.6393,0.3606631299734748,0.5544,0.3103,0.305,ocr,en,5069,riber-reinforced|lainin|yicld|sidcrable|prapcrty|herce|atircraft|laininates,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,346,438,0.8895,0.6407,0.3593333333333334,0.6,0.3333,0.3333,ocr,ru,721,tlefiniti|imirl|CDiet|oltlfW|дБмкА|Оnределение|nересечение|nересечение,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,APR4754A application,228,230,0.9419,0.6428,0.35717391304347823,0.5942,0.3261,0.3261,ocr,en,1807,Reqts|Reqts|Reqts|Verif|Reqts|Reqts|Reqts|Verif,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\APR4754A application.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,343,572,0.9875,0.6431,0.35694300518134725,0.6166,0.342,0.3394,ocr,en,5254,mettal|considerat|follbw|tnadt|addrc|spsil|Weepatcbe|iinvolves,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,89,438,0.9854,0.6465,0.35350649350649355,0.5455,0.2987,0.2857,ocr,ru,1232,оригиншzе|сввусовдальвую|устававливаемого|фвксвроваввым|поршвевым|турбовинтовым|дввrателямв|D0-160G/ED-14G,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,138,572,0.987,0.6497,0.35034591194968545,0.6132,0.327,0.327,ocr,en,4550,Waden|reat1ial|detenuination|bendintg|invoives|stzrs|cvalurilion|techniqut,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,272,572,0.9866,0.6514,0.34864541832669316,0.6295,0.3347,0.3347,ocr,en,3661,windlan-|vironment|instancs|neonehary|Sreions|Interity|vonditions|takeff,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,346,572,0.9879,0.6515,0.34849710982658966,0.6127,0.3237,0.3237,ocr,en,4849,Doprrdandietlnviainyas|missojn|mounttd|horiontal|polanzaon|direetion|lation|uignals,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,497,572,0.9872,0.6524,0.3475568181818183,0.642,0.3409,0.3409,ocr,en,2672,ANTIFRIMrON|LOiAD|surfk|intarferece|betwwr-|maiting|besis|secfe,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,153,572,0.9873,0.6537,0.3462931034482759,0.6379,0.3362,0.3362,ocr,en,1855,Redbction|Dnz-values|ithei|loadtd|citber|retaniner|plogcment|lestt,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,425,572,0.9881,0.6553,0.3446820809248555,0.5954,0.3064,0.3064,ocr,en,4915,flections|failust|glazei-upporting|systean|arderations|TMcac|Thickntsa|gisawx,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,59,438,0.9109,0.6585,0.3414634146341463,0.6585,0.3415,0.3415,ocr,ru,654,оборудован11е|функшюн11рует|шtкла|Пер11од|первода|UIIIOJa|ц11клов|ачальную,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,269,572,0.9866,0.6586,0.3413651877133106,0.6212,0.3174,0.3174,ocr,en,3836,Helew|operari4|eqwvalmnt|mcltied|hsrdnm|nnbalama|envir-|unbalanc,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,438,572,0.9878,0.6607,0.33929203539823016,0.6283,0.3186,0.3186,ocr,en,4720,bunqme|oecilfktionpM|dufflciently|alhbough|uiderstood|lyticelky|iCetaiI|feiiors,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,466,572,0.988,0.6616,0.33835866261398173,0.6292,0.3222,0.3161,ocr,en,4481,diask|eleimets|unobtrutmAW|boresight|ligimnML|cabler|Oquipamit|Isidaladoes,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,263,572,0.9878,0.6626,0.33737789203084845,0.6375,0.3213,0.3213,ocr,en,5056,Coutrol|Porlbasaevi|otrol|helpa|vershoots|systm|abiiity|ongino,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,273,572,0.9872,0.6629,0.3371259842519685,0.622,0.311,0.311,ocr,en,3532,Rlight|crngine|Spcf-yaw|sdug8ft|specificallly|utrequread|providpe|reqfire,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,515,572,0.9877,0.6639,0.33614035087719296,0.6211,0.3088,0.3088,ocr,en,4322,mequirwmaets|accordances|instalation|instruetloin|externO|nmats|fittig|flardeim,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,247,572,0.9878,0.6644,0.33564285714285713,0.6393,0.325,0.3179,ocr,en,4227,prmsures|aarcraft|beciefits|dcrivei|bladm|outseanding|attrac-|materisis,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,108,572,0.9875,0.6657,0.33432717678100254,0.6359,0.3193,0.314,ocr,en,5310,osses|arigular|bitll|hearintg|temperaturci|Conse-|iansmission|quently,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,181,572,0.9866,0.6666,0.33340000000000003,0.63,0.31,0.31,ocr,en,1402,hOUNTING|Couplng|spliies|blidinst|actwtlly|ignment|fCftULMEDN|couplin,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,265,572,0.987,0.6669,0.33305194805194804,0.6234,0.3052,0.3052,ocr,en,4235,mrz4-oj|tioia|frequencics|gencrul|frequencics|stiffnles|Toersional|ot-jective,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,510,572,0.9878,0.6683,0.3317,0.65,0.32,0.32,ocr,en,3005,SPEWICAh1ONS|cahannel-1|acretuate|swaitch|swInsV|btain|rowaed|mwdmtzmf,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,549,572,0.9868,0.6691,0.3308823529411765,0.6029,0.2941,0.2868,ocr,en,2766,vreqrurewut|Maximam|AlloUsbie|lowable|Temtpeatume|Diffeemg|furface|wnnot,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,524,572,0.9879,0.6721,0.3278807947019867,0.6358,0.3046,0.3046,ocr,en,4209,rester|toleratod|dcacap3|ufacti|Jsembly|heliopter|arats|mtalwoakn,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,175,572,0.9877,0.6733,0.3267458432304039,0.6247,0.2993,0.2945,ocr,en,5328,becoomes|catas-|commiodated|tdrivc|Walure|sysni|intermeshing|rotoi,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,170,572,0.9872,0.6749,0.32509677419354843,0.671,0.3226,0.3226,ocr,en,2510,rICOPT|CASTABILIlY|CONSNDUkATIONS|membefs|Remnc|Akboqh|displines|specifacatiom,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,127,438,0.9162,0.676,0.3239622641509434,0.6415,0.3019,0.3019,ocr,ru,699,Табшща|rр11боустойч11вост11|борудован11я|микроскоnом|nлесневых|микроскоnом|nроросшие|сnоры,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,116,572,0.9871,0.676,0.324025974025974,0.6364,0.2987,0.2987,ocr,en,1387,Failues|Hewns|Flgurs|Overh|Operatin|Satisactory|nment|boarings,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,1998,4046,0.8972,0.6763,0.32370967741935486,0.5484,0.2419,0.2419,ocr,ru,937,терабеккерель|therm/galUK|тераджоули|тераджоули/год|тераом|refrig|tonfUK|tonfUK,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,562,572,0.9867,0.677,0.322969696969697,0.6364,0.297,0.297,ocr,en,2598,temptture|Hydrofoimui|Hydropn|embdttdment|navilation|tramimion|qsytem|coure,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,286,572,0.9871,0.6783,0.32167182662538707,0.6594,0.3096,0.3096,ocr,en,4606,WANdi|polwuts|aiaews|mpoiemessW|WIntaq|inite|i6iwir|Saued-sing,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,430,438,0.8979,0.679,0.32096774193548383,0.5806,0.2581,0.2581,ocr,ru,558,osareo|vPIWDiUI|PJide1шe|GmladPvшl|тРоwеr|экранированного|паиель|заземлен,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,95,572,0.988,0.6792,0.32079320113314447,0.6516,0.3031,0.3031,ocr,en,4808,poweir|reqavwnamet|givnws|reobabi1y|Cgeragration|hased|MMawlif|dqumd,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,APR4754A application,226,230,0.9522,0.6795,0.3205050505050505,0.6364,0.2929,0.2929,ocr,en,1336,Reqts|Reqts|Reqts|Verif|Reqts|Reqts|Reqts|Verif,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\APR4754A application.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,63,438,0.9959,0.6795,0.3205460750853242,0.6212,0.2833,0.2833,ocr,ru,3621,задшю|испьпшше|юнасносп|прушсншl|юлжны|IIСIЮJН|тромеханические|устанавшшаемыс,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,261,572,0.9866,0.6803,0.3196984924623115,0.6558,0.304,0.304,ocr,en,5200,Lcadl|configura-|precedig|Iiocessay|mahst|rnichanica|ntain|idivolvod,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,373,572,0.9875,0.6815,0.31853448275862073,0.6552,0.3017,0.3017,ocr,en,3522,Hydtauicw|continuins|vtadsx5|ydraulic|staitdaid|Thert|duwap|dyasei,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,64,438,0.9942,0.6825,0.3175247524752475,0.604,0.2673,0.2673,ocr,ru,1798,зовалось|прикладывалась|направле|штащш|грузки|испыта|ращён|протююположную,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,АС 1.1.S1000DR_2014,3113,4046,0.8685,0.6825,0.3175,0.6607,0.3036,0.3036,ocr,mixed,715,seqlist|shippingfo|step3-alt|step4-alt|step5-alt|step6-alt|step7-alt|step8-alt,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,287,572,0.9875,0.6846,0.31540298507462683,0.6687,0.3075,0.3045,ocr,en,4600,usldlimmbemcs|desierld|SWcwae|limis|casur|impsabs|seaskivity|uirmess,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,546,572,0.9879,0.6846,0.31544776119402984,0.6493,0.2985,0.291,ocr,en,1864,intespretatlom|enginsering|valuta|bration|permlt|toleranne|pnion|auemblies,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,443,572,0.9876,0.6852,0.31480106100795757,0.6658,0.3024,0.3024,ocr,en,4874,equipmwent|tiest|trols|ficultons|huinan|arraapeeent|glossins|visua,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,190,572,0.9882,0.6861,0.31388101983002836,0.6516,0.2918,0.2918,ocr,en,5037,Wediia|jgwace|debriss|hammeg|mmpeade|sepwafe|Ipars|betwasa,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,345,438,0.8898,0.6864,0.3135714285714286,0.6429,0.2857,0.2857,ocr,ru,637,Frcqucncy|Clant|LIIIon|Llmlt|alopt|F-411Пlzalopto|дБмкА|кондуктивных,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,АС 1.1.S1000DR_2014,3155,4046,0.8941,0.6867,0.31327272727272726,0.6091,0.2636,0.2636,ocr,mixed,1730,dmodule|dmodule|dmodule|xmlns|org/2001/XMLSchema-instance|org/S1000D|xmlns|xmlns,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,69,572,0.9868,0.6872,0.3128260869565218,0.6739,0.3043,0.3043,ocr,en,3578,qIGii-I-ARDINIES|COMaPOSIht|AONOITEIiC|fIMAX|EXTrNT|CONDITIONt|TRiCTLIAE|tIIINS,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,450,572,0.9875,0.6872,0.31279661016949156,0.6497,0.291,0.2881,ocr,en,4569,besart|persod|Mbmlk|rlmba|Sbmlm|Imtaa|tisdon|abould,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,439,572,0.988,0.6878,0.3122349570200573,0.6476,0.2865,0.2865,ocr,en,4953,janerated|Placmnent|carjo|dsfininj|undamp|hclicopters|vatcr-takeoff|frqeqn,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,1990,4046,0.9865,0.6879,0.31214285714285706,0.5571,0.2286,0.2286,ocr,ru,1192,мегапаскаль|мегапаскаль|мегафунт|миллирадиан|мегарадиан|миллирем|mrem/h|миллирем,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,165,572,0.9878,0.6883,0.31167202572347275,0.6559,0.2958,0.2894,ocr,en,4308,reureets|romiessu-t|tprtrfom10|cc-rtr|wiehlcopter|uclue|SMllsthopd|ftopped,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,365,572,0.9876,0.6887,0.3113131313131313,0.6599,0.2929,0.2929,ocr,en,4123,FuidW|pressaure-sensing|presenlt|mailitary|idralossnow|Opratlg|Pessue|Cusldragoasprimary,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,276,438,0.9025,0.6892,0.3107692307692307,0.5641,0.2308,0.2308,ocr,ru,540,lJIIITC|SУSТЕМ|lJIIDeR|UNIТOR|SYSТEM|Примечанне|заземленной|Примечанне,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,12,572,0.9881,0.6892,0.31081395348837215,0.6395,0.2791,0.2791,ocr,en,3983,Iollhunitvd|Engint|xhaust|oading|Bladc|Nuinocr|Struclural|uelasticit,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,3112,4046,0.8673,0.6897,0.31034482758620685,0.6897,0.3103,0.3103,ocr,mixed,694,dfault|einalt|eininfo|extapp|ifault|isoend|isoproc|isostep,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,211,572,0.9878,0.6908,0.3092090395480226,0.6667,0.2938,0.2938,ocr,en,2315,A0OITIONAL|fsiunie|Sibainntespa|stffes|ORCExsas-|minif|tercnieainegsAtcDE-|flection,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
